bloc	type	nom	url	pays	canal_contact	contact	signal	date_signal	pertinence	preuve
PLATEFORME_FREELANCE	MISSION	Architecte IA MLOps Toulouse (Talents Finance)	https://www.free-work.com/fr/tech-it/job-mission/architecte-de-base-de-donnees/architecte-ia-mlops-toulouse-freelance	FR	CANDIDATURE_DIRECTE	NON_PUBLIC	TOULOUSE 570-800 EUR/j, SEULE mission toulousaine pleinement dans la fourchette, 6 mois ASAP	2026-08-13	5	Python Git APIs GitLab CI/CD Pipelines MLOps Monitoring
PLATEFORME_FREELANCE	MISSION	Expert IA Generative LLM Engineer Cybersecurite (DATAMED)	https://www.free-work.com/fr/tech-it/job-mission/consultant-cyber-securite/expert-ia-generative-llm-engineer-cybersecurite	FR	CANDIDATURE_DIRECTE	NON_PUBLIC	TOULOUSE 400-500 EUR/j, 1 an renouvelable, teletravail partiel	2026-08-06	4	Python PyTorch Hugging Face LLM NLP Fine-Tuning RAG Vector Database MLOps
PLATEFORME_FREELANCE	MISSION	Developpeur Integrateurs Senior Python (Insitoo)	https://www.free-work.com/fr/tech-it/job-mission/developpeur-python/developpeur-integrateurs-senior-python-h-f	FR	CANDIDATURE_DIRECTE	NON_PUBLIC	TOULOUSE 400-480 EUR/j, mission longue 2 ans, Ansible Docker Kubernetes apprecies	2026-08-10	4	Maitrise avancee du langage Python sous environnement Linux
PLATEFORME_FREELANCE	MISSION	Ingenieur developpement logiciel Python Toulouse (LeHibou)	https://www.free-work.com/fr/tech-it/job-mission/developpeur-python/ingenieur-developpement-logiciel-python-toulouse-31	FR	CANDIDATURE_DIRECTE	NON_PUBLIC	TOULOUSE 400 EUR/j, Docker Kubernetes Helm API REST, 2 jours sur site	2026-08-13	4	Developpement en Python des evolutions logiciel de la plateforme de service
PLATEFORME_FREELANCE	MISSION	DBA Oracle Automatisation Ansible (LOMEGARD)	https://www.free-work.com/fr/tech-it/job-mission/administrateur-de-base-de-donnee-oracle-sybase/dba-oracle-automatisation-ansible-h-f	FR	CANDIDATURE_DIRECTE	NON_PUBLIC	HAUTE-GARONNE 420-530 EUR/j, 1 an renouvelable, teletravail partiel	2026-08-04	3	Automatisation Ansible Ansible Tower Shell KSH
PLATEFORME_FREELANCE	MISSION	Data scientist Expert IA specialise N3 (KEONI CONSULTING)	https://www.free-work.com/fr/tech-it/job-mission/data-scientist/data-scientist-expert-e-en-ia-specialise-e-n3	FR	CANDIDATURE_DIRECTE	NON_PUBLIC	TOULOUSE, fourchette tres large 160-500 EUR/j	2026-08-06	3	Data scientist Expert en IA specialise N3 Toulouse 160-500 EUR/j
PLATEFORME_FREELANCE	MISSION	Developpeur IA Agents et Orchestration (Freelance.com)	https://www.free-work.com/fr/tech-it/job-mission/developpeur-autre-langage-cobol-perl-vba-ruby-shell/developpeur-ia-agents-orchestration-h-f	FR	CANDIDATURE_DIRECTE	NON_PUBLIC	Ile-de-France 510-590 EUR/j, 1 an. Observabilite Grafana Prometheus correspondance directe avec la stack	2026-08-14	5	Grafana Prometheus et Langfuse, LangChain LlamaIndex CrewAI
PLATEFORME_FREELANCE	MISSION	Expert IA generative et Plateforme IA (Freelance.com)	https://www.free-work.com/fr/tech-it/job-mission/expert-seo-consultant-referencement/expert-ia-generative-et-plateforme-ia-h-f	FR	CANDIDATURE_DIRECTE	NON_PUBLIC	Ile-de-France 510-590 EUR/j, 1 an. Mistral MCP conteneurs, profil souverainete	2026-08-14	4	Mistral et autres LLM du marche, AWS et conteneurises
PLATEFORME_FREELANCE	MISSION	Expert IA Agentique Senior multi-agents MCP (Hexateam)	https://www.free-work.com/fr/tech-it/job-mission/chef-de-projet-systemes-et-reseaux/expert-ia-agentique-senior-h-f-systemes-multi-agents-mcp-orchestration	FR	CANDIDATURE_DIRECTE	NON_PUBLIC	Ile-de-France, mission 2 ans, teletravail partiel, TJM non affiche. MCP Docker K8s IaC	2026-08-16	4	Tool Calling MCP orchestration d agents, Kubernetes Docker RAG memoire agentique
PLATEFORME_FREELANCE	MISSION	Consultant IA Generative Claude Anthropic (SMARTPOINT)	https://www.free-work.com/fr/tech-it/job-mission/consultant/consultant-ia-generative-claude-anthropic	FR	CANDIDATURE_DIRECTE	NON_PUBLIC	Ile-de-France 500-600 EUR/j. Experience Claude Anthropic exigee, recoupe l outillage quotidien	2026-08-17	4	Experience concrete avec Claude Anthropic, maitrise du prompt engineering
PLATEFORME_FREELANCE	MISSION	295 Data Scientist Expert IA Generative Senior Claude (Nicholson)	https://www.free-work.com/fr/tech-it/job-mission/data-scientist/295-data-scientist-expert-ia-generative-senior-claude-h-f	FR	CANDIDATURE_DIRECTE	NON_PUBLIC	Nanterre 650 EUR/j pile dans la fourchette, 6 mois renouvelables, 2 jours sur site	2026-07-27	4	Claude Code et Claude CLI, Prompt Engineering RAG ingenierie de contexte
PLATEFORME_FREELANCE	MISSION	Architecte AI (VISIAN)	https://www.free-work.com/fr/tech-it/job-mission/architecte-de-base-de-donnees/architecte-ai	FR	CANDIDATURE_DIRECTE	NON_PUBLIC	Paris 710-820 EUR/j au-dessus de la fourchette, 1 an renouvelable	2026-07-02	4	Frameworks Agentic AI, solutions RAG, vector databases
PLATEFORME_FREELANCE	MISSION	Expert IA LLM Engineer Fine-Tuning (Gamme solutions)	https://www.free-work.com/fr/tech-it/job-mission/data-engineer/expert-ia-llm-engineer-fine-tuning-ia-generative-h-f	FR	CANDIDATURE_DIRECTE	NON_PUBLIC	Ile-de-France, TJM non affiche. Ollama cite comme experience valorisee	2026-07-29	4	vLLM Ollama Triton ou Hugging Face Hub
PLATEFORME_FREELANCE	MISSION	Ingenieur Supervision et Observabilite (LeHibou)	https://www.free-work.com/fr/tech-it/job-mission/ingenieur-apres-vente/ingenieur-supervision-et-observabilite	FR	CANDIDATURE_DIRECTE	NON_PUBLIC	Guyancourt 600 EUR/j dans la fourchette, date limite candidature 2026-08-31. Stack Grafana Loki Prometheus identique	2026-08-12	4	Grafana et ses composants Loki Mimir Prometheus, scripting Python et Ansible
PLATEFORME_FREELANCE	MISSION	Ingenieur Automatisation (COEXYA)	https://www.free-work.com/fr/tech-it/job-mission/ingenieur-apres-vente/ingenieur-automatisation-h-f-3	FR	CANDIDATURE_DIRECTE	NON_PUBLIC	Guyancourt 550-610 EUR/j dans la fourchette, demarrage 2026-10-01	2026-08-07	3	Powershell Shell Python Ansible, Windows et Linux Redhat
PLATEFORME_FREELANCE	MISSION	Ingenieur DevOps SRE Windows et automatisation (LeHibou)	https://www.free-work.com/fr/tech-it/job-mission/ingenieur-devops-cloud/ingenieur-devops-sre-oriente-systemes-windows-et-automatisation	FR	CANDIDATURE_DIRECTE	NON_PUBLIC	Paris 750 EUR/j, TJM le plus haut du lot automatisation	2026-08-11	3	Ingenieur DevOps SRE oriente systemes Windows et automatisation 750 EUR/j
PLATEFORME_FREELANCE	MISSION	Integrateur Linux et Automatisation Infrastructure (Freelance.com)	https://www.free-work.com/fr/tech-it/job-mission/administrateur-systeme-linux/freelance-integrateur-linux-automatisation-infrastructure-ansible-terraform-packer	FR	CANDIDATURE_DIRECTE	NON_PUBLIC	Croix Hauts-de-France 350 EUR/j, Ansible Terraform Packer	2026-08-12	3	Integrateur Linux Automatisation Infrastructure 350 EUR/j
PLATEFORME_FREELANCE	MISSION	Cabinet de conseil en IA secteur hotelier (Codeur.com)	https://www.codeur.com/projects/488353-cabinet-de-conseil-en-ia-dans-le-secteur-hotelier	FR	COMPTE_REQUIS	NON_PUBLIC	Forfait 1000-10000 EUR. n8n ET hebergement de solutions IA cites, colle au positionnement souverain. MAIS 94 freelances ont repondu en 2h	2026-08-17	5	Automatisation n8n ou equivalents type Make Zapier, hebergement de solutions IA
PLATEFORME_FREELANCE	MISSION	Creation solution d automatisation de plans (Codeur.com)	https://www.codeur.com/projects/488357-creation-d-une-solution-d-automatisation-de-plans	FR	COMPTE_REQUIS	NON_PUBLIC	Forfait 1000-10000 EUR, 85 offres en 2h. Automatisation sur logiciel ferme Mensura egale ecriture de connecteur	2026-08-17	4	Systeme semi-automatise de generation de plans drainage avec releves topo Mensura
PLATEFORME_FREELANCE	MISSION	Application Fullstack IA ecriture manuscrite (Codeur.com)	https://www.codeur.com/projects/488362-application-fullstack-ia-ecriture-manuscrite-livres-et-impression	FR	COMPTE_REQUIS	NON_PUBLIC	Forfait 1000-10000 EUR, 110 offres en 2h. API IA multimodale et REST	2026-08-17	3	Application Fullstack IA ecriture manuscrite livres et impression
PLATEFORME_FREELANCE	MISSION	HIRING OpenClaw + VPS person paid trial ongoing	https://community.n8n.io/t/hiring-openclaw-vps-person-paid-trial-task-ongoing-work-remote-any-timezone/299185	INT	CANDIDATURE_DIRECTE	NON_PUBLIC	Correspondance de stack la plus fine du lot, VPS auto-heberge durci n8n systemd monitoring. 30-95 USD/h recurrent	2026-06-12	5	Set up hardened self-hosted VPS instances, SSH key-only UFW fail2ban loopback-bound services
PLATEFORME_FREELANCE	MISSION	Hiring n8n Developer AI Quoting Agent Swiss Plumbing HVAC	https://community.n8n.io/t/hiring-n8n-developer-ai-quoting-agent-swiss-plumbing-hvac-paid-long-term/302292	CH	CANDIDATURE_DIRECTE	NON_PUBLIC	SUISSE ROMANDE, n8n LLM generation PDF long terme. Client publie son WhatsApp en clair. Exige un prototype avant discussion	2026-07-06	5	AI quoting agent for plumbing HVAC companies in French-speaking Switzerland, no prototype no conversation
PLATEFORME_FREELANCE	MISSION	Seeking n8n GHL Automation Developer Insurance	https://community.n8n.io/t/seeking-n8n-ghl-automation-developer-insurance-lead-pipeline-ai-agents-ongoing/307744	INT	CANDIDATURE_DIRECTE	NON_PUBLIC	Mission n8n recurrente Ongoing, 36 reponses, activite au 2026-08-18	2026-08-18	4	Seeking n8n GHL Automation Developer Insurance Lead Pipeline AI Agents Ongoing
PLATEFORME_FREELANCE	MISSION	Looking for n8n expert paid debugging session	https://community.n8n.io/t/looking-for-n8n-expert-for-paid-debugging-session-whatsapp-airtable-openai-workflow/276670	INT	CANDIDATURE_DIRECTE	NON_PUBLIC	Session de debogage remuneree, format court ideal pour un premier forfait a perimetre ecrit. 38 reponses	2026-08-19	4	Looking for n8n expert for paid debugging session WhatsApp Airtable OpenAI workflow
PLATEFORME_FREELANCE	MISSION	Hiring AI and CRM Implementation Consultant Partner Coach	https://community.n8n.io/t/hiring-ai-and-crm-implementation-consultant-partner-coach-remote-6-000-mo/307267	INT	FORMULAIRE	NON_PUBLIC	6000 USD/mois plus bonus, remote mondial temps plein, candidature avec video	2026-08-12	3	Starting compensation 6000 USD per month, remote and open worldwide
PLATEFORME_FREELANCE	MISSION	AI Automation Architect Claude Code Wizard (Freelancer)	https://www.freelancer.com/projects/ai-automation/automation-architect-claude-code-wizard	INT	COMPTE_REQUIS	NON_PUBLIC	250-750 USD. MCP Claude Code n8n self-hosting Docker CI/CD cites ensemble. MAIS 158 propositions deja deposees	2026-08-19	5	AI agents Claude Code APIs browser automation workflow automation MCP webhooks databases
PLATEFORME_FREELANCE	MISSION	Build Scalable n8n AI Workflows (Freelancer)	https://www.freelancer.com/projects/n8n/build-scalable-workflows	INT	COMPTE_REQUIS	NON_PUBLIC	250-750 USD, offre moyenne 454 USD, 5-6 jours restants	2026-08-19	5	Guide customers through chat conversations and trigger language-model calls
PLATEFORME_FREELANCE	MISSION	Senior n8n Automation Developer Complete Debug Production-Test	https://www.freelancer.com/projects/database-design/senior-automation-developer-needed	INT	COMPTE_REQUIS	NON_PUBLIC	250-750 USD, offre moyenne 504 USD, cloture sous 1 a 2 jours. Fiabilisation de systeme en production	2026-08-15	5	AI output must never be blindly trusted when it can trigger important business actions
PLATEFORME_FREELANCE	MISSION	Extend Generalize Multi-Source Funding Acquisition Python	https://www.freelancer.com/projects/n8n/extend-generalize-existing-multi-source	INT	COMPTE_REQUIS	NON_PUBLIC	Offre moyenne 75 USD, 5 jours restants, Python et n8n extension d un systeme existant	2026-08-19	4	Extend Generalize an Existing Multi-Source Funding Opportunity Acquisition System Python
PLATEFORME_FREELANCE	MISSION	Backend AI Widget Integration WordPress n8n Claude API	https://www.peopleperhour.com/freelance-jobs/artificial-intelligence/artificial-intelligence-website-development/backend-ai-widget-integration-wordpress-n8n-claude-api-4513555	INT	COMPTE_REQUIS	NON_PUBLIC	130 USD sur 10-15 jours. Self-hosting n8n via Docker sur VPS demande explicitement, coeur de competence	2026-08-05	5	Self-host n8n via Docker on staging VPS
PLATEFORME_FREELANCE	MISSION	AI Agent Architect Claude n8n (PeoplePerHour)	https://www.peopleperhour.com/freelance-jobs/artificial-intelligence/artificial-intelligence-agent-development/ai-agent-architect-claude-n8n-4511650	INT	COMPTE_REQUIS	NON_PUBLIC	50 GBP/h, 5-10h par semaine, client UK. Mission de transfert de competences, forte marge faible charge	2026-07-22	5	This is a teaching engagement not done-for-you
PLATEFORME_FREELANCE	MISSION	N8n developer integration e-commerce ERP (PeoplePerHour)	https://www.peopleperhour.com/freelance-jobs/technology-programming/erp-crm-development/n8n-developer-4497250	INT	COMPTE_REQUIS	NON_PUBLIC	50 GBP/h sur 2 jours, client UK. Reparation de connecteur e-commerce vers ERP sur systeme ferme	INCONNU	4	Experienced n8n developer required to repair an integration between e-commerce platform and ERP
PLATEFORME_FREELANCE	MISSION	Systems Operations Specialist Airtable n8n WordPress	https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/systems-operations-specialist-airtable-n8n-wordpres-4496455	INT	COMPTE_REQUIS	NON_PUBLIC	40 USD/h, client UK. Role de fiabilisation de pipeline en production	INCONNU	4	This is not a greenfield build role, this is a stability role
PLATEFORME_FREELANCE	MISSION	Data Automation Pipeline AI Widget Integration	https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/data-automation-pipeline-ai-widget-integration-4513554	INT	COMPTE_REQUIS	NON_PUBLIC	200 EUR sur 10-15 jours, jumelle de l annonce WordPress n8n du meme client	2026-08-05	4	Build 4 n8n workflows daily content ingestion from edX Udemy Adzuna Apify
PLATEFORME_FREELANCE	MISSION	Sr Workflow Automation AI Agent Developer (Arc.dev)	https://arc.dev/remote-jobs/details/sr-workflow-automation-ai-agent-developer-pt-ft-na-western-eu-latam-o7y6aa7mm3	INT	COMPTE_REQUIS	NON_PUBLIC	40-85 USD/h, la FRANCE figure dans les pays eligibles. Contrainte 3h de recouvrement avec l heure de l Est US	2026-03-06	5	Experience with n8n LangChain or similar AI orchestration frameworks
PLATEFORME_FREELANCE	MISSION	Principal Coding Annotator LLM Evaluation Engineer (Braintrust)	https://app.usebraintrust.com/jobs/16729	INT	INSCRIPTION_LIBRE	FORMULAIRE	75-90 USD/h sur 20h par semaine, 6 mois renouvelables, equivaut a 550-700 EUR/j. Paris prefere fuseau CET	2026-08-17	4	Location Paris or London-based preferred alternatively Europe remote
PLATEFORME_FREELANCE	MISSION	Lead AI Data Platform Engineer Marketplace (Braintrust)	https://app.usebraintrust.com/jobs/17694	INT	INSCRIPTION_LIBRE	FORMULAIRE	70 USD/h, 20h par semaine. Zones listees hors Europe, a verifier avant de candidater	2026-08-19	3	Lead AI Data Platform Engineer Marketplace Remote 70 USD/hr
PLATEFORME_FREELANCE	MISSION	DevOps Engineer Kubernetes (Swisslinx)	https://www.swisslinx.com/vacancy/devops-engineer---kubernetes_SL-001487	CH	FORMULAIRE	NON_PUBLIC	Zurich hybride, contrat 10 mois plus extension. Zone germanophone, tarif non affiche	INCONNU	3	Betrieb Uberwachung und kontinuierliche Optimierung einer Kubernetes-basierten Plattform
