bloc	type	nom	url	pays	canal_contact	contact	signal	date_signal	pertinence	preuve	cle	decision	action	file	score	priorite	regle	motif
JOB_BOARD	JOBBOARD	LinkedIn Jobs — n8n Suisse 30 jours	https://www.linkedin.com/jobs/search?keywords=n8n&location=Switzerland&f_TPR=r2592000	CH	COMPTE_REQUIS	NON_PUBLIC	20 offres, Lausanne Geneve Zurich, romand exploitable	2026-08-19	5	20 cartes dont DHEH Lausanne Neho Sonar Geneve	410ab129bc5a61be	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	95	P0	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	AI Integrator — Jobgether	https://fr.linkedin.com/jobs/view/ai-integrator-at-jobgether-4454785175	FR	COMPTE_REQUIS	NON_PUBLIC	Remote France publiee le jour du releve, mention n8n NON VERIFIEE	2026-08-19	4	Carte LinkedIn AI Integrator Jobgether France 5 hours ago	2944e1cc912e11f9	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	92	P0	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Seeking n8n GHL Automation Developer Insurance Lead Pipeline	https://community.n8n.io/t/seeking-n8n-ghl-automation-developer-insurance-lead-pipeline-ai-agents-ongoing/307744	INT	COMPTE_REQUIS	NON_PUBLIC	Mission recurrente Ongoing remote, contact par message sur le forum officiel	2026-08-15	5	created_at exact du flux JSON officiel community.n8n.io	296fc57f3549abd5	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	90	P0	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Developpeur IA Generative Senior Expert LLM — Espace Freelance	https://www.hellowork.com/fr-fr/emplois/82072053.html	FR	COMPTE_REQUIS	NON_PUBLIC	Independant freelance Paris, TJM non affiche	2026-08-05	4	Developper et orchestrer des workflows via Langflow n8n ou equivalent	557a9d1c4bb684f8	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	89	P0	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Engineer Automation et Agents — Veilos	https://www.hellowork.com/fr-fr/emplois/81683542.html	FR	COMPTE_REQUIS	NON_PUBLIC	Freelance Paris Bordeaux, 4 jours sur site par semaine, presentiel lourd incompatible full remote	2026-07-24	4	Des agents sont deja en production notamment via Dust n8n et LangChain	a964e94b01eef68b	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	89	P0	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Responsable Application SaaS et Site Web — ADSearch	https://www.free-work.com/fr/tech-it/job-mission/administrateur-web/responsable-application-saas-et-site-web-h-f	FR	COMPTE_REQUIS	NON_PUBLIC	CDI Valbonne 40-50 kEUR/an, tres en dessous de l equivalent TJM cible	2026-08-06	4	Developper des automatisations via API Make Zapier ou N8N	1d27e659cecd3f44	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	89	P0	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	JOBBOARD	jobup.ch — n8n Suisse romande	https://www.jobup.ch/fr/emplois/?term=n8n	CH	COMPTE_REQUIS	NON_PUBLIC	6 offres, board le plus lisible pour Vaud Geneve	2026-08-19	4	6 resultats Acces Personnel EPFL Neho yellowshark SonarSource	8b0ea46cd27f1aba	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	87	P0	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Ingenieur DevOps Automation et Observability — LeHibou	https://www.free-work.com/fr/tech-it/job-mission/ingenieur-devops-cloud/ingenieur-devops-automation-observability	FR	COMPTE_REQUIS	NON_PUBLIC	Mission freelance 675 EUR/j, recoupe Docker et supervision Grafana Prometheus Loki	2026-07-28	4	Ingenieur DevOps Automation Observability LeHibou 675 EUR/j	64fe92e9cf6927b5	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	85	P0	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	JOBBOARD	n8n Community — categorie Jobs	https://community.n8n.io/c/jobs/13	INT	COMPTE_REQUIS	NON_PUBLIC	30 sujets page 1 dont 10 en aout 2026, API JSON publique exploitable	2026-08-19	5	Flux JSON c/jobs/13.json avec created_at exact	c27e4d95ba010f17	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	85	P0	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	JOBBOARD	HelloWork — n8n Toulouse	https://www.hellowork.com/fr-fr/emploi/recherche.html?k=n8n&l=Toulouse	FR	COMPTE_REQUIS	NON_PUBLIC	1 seule offre n8n sur Toulouse, marche local tres mince	2026-08-19	3	1 resultat unique Shippingbo CDI Toulouse	bc3cd6bed24b0f7e	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	84	P0	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	JOBBOARD	Indeed France — n8n	https://fr.indeed.com/q-n8n-emplois.html	FR	COMPTE_REQUIS	NON_PUBLIC	Resultats domines par postes internes editeur n8n GmbH remote	2026-08-19	3	Head of Product Design n8n Remote France 125000-236400 EUR	41f7d18e19737333	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	84	P0	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	JOBBOARD	LinkedIn Jobs — n8n Toulouse 100km	https://www.linkedin.com/jobs/search?keywords=n8n&location=Toulouse%2C%20Occitanie%2C%20France&distance=100	FR	COMPTE_REQUIS	NON_PUBLIC	5 cartes dans 100 km, Toulouse ne porte pas le marche n8n	2026-08-19	3	5 resultats dont 3 postes Alan Ops Toulouse	e97f0f4de587ad12	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	84	P0	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Business Analyst IA — CNAM	https://fr.linkedin.com/jobs/view/business-analyst-ia-h-f-at-cnam-4452946184	FR	COMPTE_REQUIS	NON_PUBLIC	Paris secteur public, contexte hebergement souverain RGPD porteur	2026-08-14	2	Carte LinkedIn 5 days ago, mention n8n NON VERIFIEE	d8769dae563a0727	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	81	P0	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Finance Transformation Analyst AI Automation — Numberly	https://fr.linkedin.com/jobs/view/finance-transformation-analyst-ai-automation-at-numberly-4443867412	FR	COMPTE_REQUIS	NON_PUBLIC	Paris profil finance, eloigne du coeur technique	2026-08-15	2	Carte LinkedIn 4 days ago, mention n8n NON VERIFIEE	a10cbca7ac2ab6ff	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	81	P0	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	JOBBOARD	Free-Work — moteur missions IT contractor	https://www.free-work.com/fr/tech-it/jobs?query=MLOps&contracts=contractor	FR	COMPTE_REQUIS	NON_PUBLIC	37 missions freelance MLOps/IA, seul board FR publiant le TJM	2026-08-19	5	37 resultats dont Architecte IA MLOps Toulouse 570-800	3fe16bbca8b8a2db	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	81	P0	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Senior Automation et Process Lead Product — Believe	https://www.hellowork.com/fr-fr/emplois/81171095.html	FR	COMPTE_REQUIS	NON_PUBLIC	CDI Paris, poste lead automatisation produit	2026-08-10	3	Remonte sur le mot-cle n8n, carte HelloWork il y a 9 jours	ef548041744f38fe	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	81	P0	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Specialiste Agents IA et Automatisation — Ponera	https://fr.linkedin.com/jobs/view/sp%C3%A9cialiste-agents-ia-automatisation-h-f-at-ponera-4455317541	FR	COMPTE_REQUIS	NON_PUBLIC	CDI Prouvy 59, ATTENTION n8n absent du texte l annonce ne cite qu OpenAI Claude	2026-08-18	2	Aucune occurrence de n8n, remonte par proximite semantique	37efb9d8174863b4	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	81	P0	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Technology Partnership Manager — Shippingbo	https://www.hellowork.com/fr-fr/emplois/81735627.html	FR	COMPTE_REQUIS	NON_PUBLIC	CDI TOULOUSE 30700-53800 EUR/an, poste partenariats pas ingenierie	2026-07-27	3	Appetence ou maitrise d outils automation no-code n8n scripts IA	edded13bf9b4d85b	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	81	P0	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	JOBBOARD	Indeed Belgique — n8n	https://emplois.be.indeed.com/q-n8n-emplois.html	BE	COMPTE_REQUIS	NON_PUBLIC	9 offres toutes chez editeur n8n remote Belgium	2026-08-19	3	9 annonces n8n remote Belgium avec salaires affiches	16504656945a4a29	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	79	P1	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	JOBBOARD	Himalayas — remote n8n	https://himalayas.app/jobs/n8n	INT	CANDIDATURE_DIRECTE	NON_PUBLIC	21 offres remote taguees n8n, salaires sur la moitie	2026-08-19	4	21 annonces avec dates relatives et fourchettes	ab3c4c6102fc6beb	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	77	P1	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	JOBBOARD	LinkedIn Jobs — n8n Luxembourg	https://www.linkedin.com/jobs/search?keywords=n8n&location=Luxembourg&f_TPR=r2592000	LU	COMPTE_REQUIS	NON_PUBLIC	6 offres seulement, marche LU etroit oriente UiPath	2026-08-19	3	6 cartes Deloitte CERATIZIT Halian SECO PATRIZIA	57ab61c7eaf08cf2	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	77	P1	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	No Code AI Automation Engineer n8n make zapier — Stockly	https://www.welcometothejungle.com/en/companies/stockly/jobs/no-code-ai-automation-engineer_paris	FR	CANDIDATURE_DIRECTE	NON_PUBLIC	CDI Paris, n8n nomme dans l intitule meme du poste	INCONNU	5	Intitule exact No Code AI Automation Engineer n8n make zapier, page en 403	e3893e80fcedba33	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	77	P1	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Ops et Automations Specialist — Skill and You	https://www.welcometothejungle.com/fr/companies/skill-and-you/jobs/ops-automations-specialist-h-f-levallois-perret_levallois-perret	FR	CANDIDATURE_DIRECTE	NON_PUBLIC	CDI Levallois-Perret, n8n annonce comme obligatoire	INCONNU	5	Premiere experience avec outils no-code low-code n8n obligatoire	0e7283344911254f	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	77	P1	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Ingenieur Systeme et Reseau — Orviden	https://www.free-work.com/fr/tech-it/job-mission/administrateur-systeme-linux/ingenieur-systeme-reseau-40	FR	COMPTE_REQUIS	NON_PUBLIC	CDI Massy, stack VMware Ansible Terraform n8n	2026-08-02	3	Technologies VMware Ansible Terraform n8n Active Directory Azure	ac56555ce62f0c32	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	76	P1	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Junior Automation Specialist — Gulf Associates	https://fr.linkedin.com/jobs/view/junior-automation-specialist-at-gulf-associates-4454701741	FR	COMPTE_REQUIS	NON_PUBLIC	Paris junior, sous-calibre mais signale un besoin d equipe automatisation	2026-08-18	2	Carte LinkedIn Junior Automation Specialist Paris 20 hours ago	53173cfcbc92601a	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	75	P1	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Hiring Node Typescript Dev — community n8n	https://community.n8n.io/t/hiring-node-typescript-dev/307132	INT	COMPTE_REQUIS	NON_PUBLIC	Remote developpement de noeuds n8n en Node TypeScript, recoupe expertise connecteurs	2026-08-11	4	created_at exact du flux JSON officiel community.n8n.io	be4a6b7d94fcb356	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	74	P1	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Architecte IA / MLOps Toulouse — Talents Finance	https://www.free-work.com/fr/tech-it/job-mission/architecte-de-base-de-donnees/architecte-ia-mlops-toulouse-freelance	FR	COMPTE_REQUIS	NON_PUBLIC	Mission freelance Toulouse 570-800 EUR/j 6 mois, TJM pile dans la cible	2026-08-13	4	Architecte IA MLOps Toulouse Talents Finance 570-800 EUR 6 mois	c8b84f47f3a3ecac	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	73	P1	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Data Scientist evaluation des LLMs — ISUPPLIER	https://www.free-work.com/fr/tech-it/job-mission/data-scientist/data-scientist-specialise-dans-levaluation-des-llms	FR	COMPTE_REQUIS	NON_PUBLIC	Mission freelance IDF 400-550 EUR/j 100 jours	2026-08-17	3	ISUPPLIER 400-550 EUR 100 jours	18cbbaea955b29fa	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	73	P1	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Freelance Low-code Automation Developer — Hived	https://be.linkedin.com/jobs/view/freelance-low-code-automation-developer-at-hived-4448768444	BE	COMPTE_REQUIS	NON_PUBLIC	FREELANCE Region flamande, seule mission explicitement freelance + n8n en Belgique	INCONNU	5	Minimaal 2 jaar ervaring met n8n of soortgelijke low-code automation platforms	e6f22c0e8b8ff241	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	72	P1	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Automation Developer Integrateur API — Miralia	https://www.welcometothejungle.com/fr/companies/miralia/jobs/automation-developer-integrateur-rice-api_paris_MEG_PDj49pW	FR	CANDIDATURE_DIRECTE	NON_PUBLIC	CDI Paris, integrateur API recoupe les connecteurs sur systemes fermes	INCONNU	4	Experience avec plateformes automatisation n8n Make Zapier	1bb1bec5c6e024ac	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	69	P1	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	JOBBOARD	LinkedIn Jobs — n8n Quebec	https://www.linkedin.com/jobs/search?keywords=n8n&location=Quebec%2C%20Canada&f_TPR=r2592000	CA	COMPTE_REQUIS	NON_PUBLIC	2 offres seulement sur 30 jours, canal Quebec pauvre	2026-08-19	2	2 cartes Really Great Reading KPMG Canada	7ea025f3c1fa5cd6	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	69	P1	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	N8N Developer — CloudSmiths	https://himalayas.app/companies/cloudsmiths-co/jobs/n8n-developer	INT	CANDIDATURE_DIRECTE	NON_PUBLIC	Remote Afrique du Sud, n8n dans l intitule, hors zones cibles	2026-08-17	3	Listing Himalayas N8N Developer CloudSmiths 2 days ago	633c6baff7a49599	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	69	P1	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Product Builder — Wivoo a Wavestone company	https://www.welcometothejungle.com/fr/companies/wigroup/jobs/ai-product-builder-automation-mvp-tech_paris	FR	CANDIDATURE_DIRECTE	NON_PUBLIC	CDI Paris filiale Wavestone, orchestration workflows	INCONNU	4	Orchestre des workflows sur Make n8n ou Zapier	5ac13bcb6f792b45	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	69	P1	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	JOBBOARD	Welcome to the Jungle — n8n	https://www.welcometothejungle.com/fr/jobs?query=n8n	FR	CANDIDATURE_DIRECTE	NON_PUBLIC	Concentre scale-ups FR recrutant sur n8n Make Zapier, SPA non scrapable	INCONNU	4	10 fiches n8n identifiees, page SPA sans resultats en HTML brut	c640a48505c094dc	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	69	P1	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Freiberuflicher n8n-Entwickler komplexe Workflow-Automatisierung	https://community.n8n.io/t/freiberuflicher-n8n-entwickler-m-w-d-gesucht-komplexe-workflow-automatisierung/302210	INT	COMPTE_REQUIS	NON_PUBLIC	Freelance germanophone, annonce de juillet statut a reverifier	2026-07-06	4	created_at exact du flux JSON officiel, anciennete 6 semaines	dcfd9f4d9fe6b8d0	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	67	P1	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	OpenClaw + VPS person paid trial ongoing work	https://community.n8n.io/t/hiring-openclaw-vps-person-paid-trial-task-ongoing-work-remote-any-timezone/299185	INT	COMPTE_REQUIS	NON_PUBLIC	Remote tous fuseaux VPS et self-hosting, tres proche de la stack Docker souveraine	2026-06-12	4	created_at exact du flux JSON officiel community.n8n.io	d2393c3f2d5a6550	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	67	P1	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Ingenieur MLOps / AI Engineer — ABSIS CONSEIL	https://www.free-work.com/fr/tech-it/job-mission/ingenieur-apres-vente/ingenieur-mlops-ai-engineer	FR	COMPTE_REQUIS	NON_PUBLIC	Mission freelance Paris 580-630 EUR/j 1 an, TJM dans la cible	2026-07-30	4	Ingenieur MLOps AI Engineer ABSIS Paris 580-630 EUR	dd03b7f096acf3b6	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	65	P1	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	AI Growth Engineer Marketing B2B — On train	https://www.welcometothejungle.com/fr/companies/on-train/jobs/ai-growth-engineer-marketing-b2b_paris	FR	CANDIDATURE_DIRECTE	NON_PUBLIC	CDI Paris orientation growth marketing	INCONNU	3	Concevoir et deployer des automatisations marketing et sales Make n8n API	35b2195770e7258d	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	61	P1	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	JOBBOARD	aijobs.net — moteur IA/ML	https://aijobs.net/?search=n8n	INT	CANDIDATURE_DIRECTE	NON_PUBLIC	48152 offres mais parametre search non applique cote serveur	2026-08-19	2	Resultats affiches sans lien avec n8n	8c26f2794543b69e	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	61	P1	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	JOBBOARD	RemoteOK — n8n	https://remoteok.com/remote-n8n-jobs	INT	CANDIDATURE_DIRECTE	NON_PUBLIC	200 OK mais contenu JS, API publique sans aucune offre n8n	2026-08-19	1	API 101 entrees 0 correspondance n8n automation workflow	31e0b30e439721c4	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	58	P2	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
